Index,period,org_code,type,attendances,breaches,admissions
9511,2018-12-01,RAL,1,20423,3857,4508
9513,2018-12-01,RJ7,1,13046,2070,4084
9515,2018-12-01,RAS,1,6264,2465,1932
9519,2018-12-01,RRV,1,11701,2007,1946
9521,2018-12-01,RKE,1,9219,1335,1502
9524,2018-12-01,RDD,1,13078,666,3399
9525,2018-12-01,RC1,1,6185,532,2101
9528,2018-12-01,RQ3,1,5464,727,1232
9529,2018-12-01,RGT,1,10069,1826,3508
9531,2018-12-01,RFS,1,5777,924,2251
9537,2018-12-01,RWH,1,9344,1733,3290
9539,2018-12-01,RDE,1,16135,1916,4917
9543,2018-12-01,RLT,1,6969,1537,1349
9546,2018-12-01,RGP,1,6089,823,1568
9548,2018-12-01,RNQ,1,7858,1614,2711
9552,2018-12-01,RC9,1,8929,247,2858
9557,2018-12-01,RQ8,1,8412,1936,2354
9559,2018-12-01,RD8,1,7149,915,2030
9561,2018-12-01,RM1,1,9273,2817,3013
9563,2018-12-01,RGN,1,12690,2635,3597
9565,2018-12-01,RNS,1,8918,1871,3194
9570,2018-12-01,RX1,1,13756,6147,4146
9577,2018-12-01,RXK,1,13604,4432,3744
9580,2018-12-01,RK5,1,8600,609,3017
9582,2018-12-01,RXW,1,9311,3878,2765
9587,2018-12-01,RJC,1,5843,524,2000
9589,2018-12-01,RAJ,1,6703,1833,2541
9592,2018-12-01,RNA,1,9019,2819,2291
9594,2018-12-01,RQW,1,9172,2482,2401
9595,2018-12-01,RCX,1,5678,909,2066
9596,2018-12-01,RL4,1,11494,1440,2873
9598,2018-12-01,RWD,1,11941,4438,3933
9600,2018-12-01,RRK,1,30979,8981,11401
9602,2018-12-01,RKB,1,12470,2775,4631
9605,2018-12-01,RTG,1,17664,3870,5979
9607,2018-12-01,RWE,1,20073,5721,5002
9609,2018-12-01,RJE,1,15225,4101,6129
9612,2018-12-01,RBK,1,6894,2123,2154
9615,2018-12-01,RWG,1,8690,2886,3064
9617,2018-12-01,RGR,1,5852,531,2126
9619,2018-12-01,RWP,1,10561,4426,3236
9621,2018-12-01,RLQ,1,5074,1411,1440
9622,2018-12-01,REM,1,7617,1792,3714
9624,2018-12-01,RCF,1,5101,720,1553
9627,2018-12-01,RBS,1,5113,238,1129
9628,2018-12-01,RFF,1,8387,277,2492
9629,2018-12-01,RXL,1,6002,2134,2501
9631,2018-12-01,RMC,1,8900,1846,2277
9633,2018-12-01,RAE,1,10566,2591,2969
9637,2018-12-01,RWY,1,12686,1371,3180
9638,2018-12-01,RLN,1,9003,1551,3068
9641,2018-12-01,RJR,1,6081,1422,1929
9643,2018-12-01,RXP,1,11316,1993,3939
9645,2018-12-01,RP5,1,11878,1252,3443
9649,2018-12-01,RJN,1,3838,1005,1003
9651,2018-12-01,RXR,1,9804,2834,3650
9654,2018-12-01,RR7,1,7906,876,1877
9657,2018-12-01,RCD,1,4391,385,1110
9659,2018-12-01,RWA,1,11665,2757,3055
9661,2018-12-01,RXN,1,4474,1884,2266
9663,2018-12-01,RR8,1,16862,4146,4671
9666,2018-12-01,R0A,1,21313,5059,6694
9670,2018-12-01,RBT,1,5631,1207,2255
9672,2018-12-01,RXF,1,17662,3696,4186
9676,2018-12-01,RNL,1,7582,740,2317
9678,2018-12-01,RVW,1,3905,409,1650
9682,2018-12-01,RJL,1,12027,1796,3147
9683,2018-12-01,RTF,1,9198,1091,4753
9687,2018-12-01,RW6,1,22606,6722,6526
9691,2018-12-01,RQ6,1,9022,3010,2518
9694,2018-12-01,RM3,1,8645,1998,2824
9697,2018-12-01,RCU,1,5206,141,720
9699,2018-12-01,RHQ,1,9273,2765,3038
9703,2018-12-01,RTR,1,10665,782,2408
9705,2018-12-01,RE9,1,5491,486,1368
9707,2018-12-01,RVY,1,6805,1011,2688
9709,2018-12-01,RBN,1,9514,3004,4320
9710,2018-12-01,RWJ,1,7057,2203,2525
9712,2018-12-01,RMP,1,6922,902,1733
9714,2018-12-01,RTD,1,9971,902,2330
9717,2018-12-01,RFR,1,8553,1341,1668
9719,2018-12-01,RTX,1,7775,1591,2212
9722,2018-12-01,RWW,1,6258,2064,2120
9725,2018-12-01,RBL,1,7168,2612,2393
9728,2018-12-01,RRF,1,6880,1699,2509
9730,2018-12-01,RCB,1,10198,2036,4050
9732,2018-12-01,RTK,1,9096,2039,2167
9737,2018-12-01,RXH,1,13061,2974,3369
9740,2018-12-01,RXQ,1,6461,1248,3456
9743,2018-12-01,RN7,1,9351,2022,2734
9746,2018-12-01,RVV,1,14948,3709,4412
9748,2018-12-01,RXC,1,9550,966,3449
9752,2018-12-01,RDU,1,20418,2605,6431
9753,2018-12-01,RN5,1,9564,2349,2627
9757,2018-12-01,R1F,1,3681,816,899
9760,2018-12-01,RWF,1,12686,1585,4077
9762,2018-12-01,RPA,1,7446,1896,2029
9765,2018-12-01,RTH,1,11436,1681,3549
9768,2018-12-01,RHU,1,9936,2843,3590
9772,2018-12-01,RHW,1,9423,1587,3141
9775,2018-12-01,RA2,1,6215,873,2537
9780,2018-12-01,RTP,1,8070,988,2617
9783,2018-12-01,RHM,1,8753,1032,3254
9786,2018-12-01,RYR,1,12065,914,3862
9791,2018-12-01,RBD,1,3921,408,1516
9795,2018-12-01,RTE,1,12638,1574,4125
9796,2018-12-01,RN3,1,6883,1612,2414
9798,2018-12-01,RVJ,1,7706,1166,3251
9799,2018-12-01,RBZ,1,3890,725,1249
9803,2018-12-01,RD3,1,5447,758,1933
9805,2018-12-01,REF,1,6341,1117,2741
9807,2018-12-01,RH8,1,7589,1090,2096
9809,2018-12-01,RD1,1,6073,1337,2596
9811,2018-12-01,RNZ,1,3980,384,1269
9817,2018-12-01,RBA,1,6246,597,2187
9819,2018-12-01,RDZ,1,6159,839,1943
9822,2018-12-01,RA9,1,5961,1045,2297
9824,2018-12-01,RA7,1,10065,1960,3367
9826,2018-12-01,RK9,1,8635,1948,3067
9829,2018-12-01,RA3,1,3911,889,1128
9832,2018-12-01,RA4,1,4896,179,1657
9833,2018-11-01,RF4,1,16897,5087,4960
9836,2018-11-01,R1H,1,27483,5934,8348
9842,2018-11-01,RQM,1,18987,1552,4252
9844,2018-11-01,RJ6,1,6707,2624,2181
9847,2018-11-01,RVR,1,12659,1415,3356
9850,2018-11-01,RJ1,1,13910,2360,3747
9854,2018-11-01,RQX,1,10392,516,1761
9856,2018-11-01,RYJ,1,9865,2278,3359
9859,2018-11-01,RJZ,1,16157,5577,4548
9862,2018-11-01,RAX,1,9667,1340,2404
9864,2018-11-01,RJ2,1,13926,3176,4789
9866,2018-11-01,R1K,1,12797,3234,6137
9870,2018-11-01,RAP,1,8683,1600,2848
9873,2018-11-01,RAL,1,20486,3525,4384
9875,2018-11-01,RJ7,1,13207,2122,4136
9877,2018-11-01,RAS,1,5982,2200,1948
9881,2018-11-01,RRV,1,12294,1979,2029
9883,2018-11-01,RKE,1,9245,1061,1517
9886,2018-11-01,RDD,1,13182,651,3169
9887,2018-11-01,RC1,1,6328,643,1983
9890,2018-11-01,RQ3,1,5793,1211,1266
9891,2018-11-01,RGT,1,10377,2204,3494
9893,2018-11-01,RFS,1,5784,598,2149
9899,2018-11-01,RWH,1,9437,1294,3286
9901,2018-11-01,RDE,1,15696,1524,4578
9905,2018-11-01,RLT,1,6940,1510,1274
9908,2018-11-01,RGP,1,5686,355,1427
9910,2018-11-01,RNQ,1,8048,1509,2744
9914,2018-11-01,RC9,1,9322,317,3020
9919,2018-11-01,RQ8,1,8498,1704,2158
9921,2018-11-01,RD8,1,7090,922,1984
9923,2018-11-01,RM1,1,9116,2241,2773
9925,2018-11-01,RGN,1,12473,2033,3492
9927,2018-11-01,RNS,1,8802,1571,3059
9932,2018-11-01,RX1,1,13026,4972,4113
9939,2018-11-01,RXK,1,13262,3373,3316
9942,2018-11-01,RK5,1,8695,848,2910
9944,2018-11-01,RXW,1,9166,3492,2546
9949,2018-11-01,RJC,1,5821,298,1857
9951,2018-11-01,RAJ,1,6929,1559,2419
9954,2018-11-01,RNA,1,9147,2467,2239
9956,2018-11-01,RQW,1,9296,2540,2413
9957,2018-11-01,RCX,1,5640,1236,2160
9958,2018-11-01,RL4,1,11609,2005,2870
9960,2018-11-01,RWD,1,12040,4858,3876
9962,2018-11-01,RRK,1,30645,8120,11230
9964,2018-11-01,RKB,1,12660,1889,4617
9967,2018-11-01,RTG,1,17041,3735,5587
9969,2018-11-01,RWE,1,20405,6016,5075
9971,2018-11-01,RJE,1,14928,3023,5953
9974,2018-11-01,RBK,1,6781,1729,2181
9977,2018-11-01,RWG,1,8683,2631,2986
9979,2018-11-01,RGR,1,5583,328,2058
9981,2018-11-01,RWP,1,10227,3894,3119
9983,2018-11-01,RLQ,1,4952,1447,1293
9985,2018-11-01,REM,1,7439,2062,3523
9987,2018-11-01,RCF,1,4731,362,1371
9990,2018-11-01,RBS,1,5773,359,1247
9991,2018-11-01,RFF,1,7969,204,2292
9992,2018-11-01,RXL,1,6190,2303,2424
9994,2018-11-01,RMC,1,8910,1559,2243
9996,2018-11-01,RAE,1,10595,2938,2872
10000,2018-11-01,RWY,1,12240,1133,2970
10001,2018-11-01,RLN,1,8422,834,2854
10004,2018-11-01,RJR,1,5959,1009,1828
10006,2018-11-01,RXP,1,10858,1627,3798
10008,2018-11-01,RP5,1,11538,995,3401
10012,2018-11-01,RJN,1,3787,603,923
10014,2018-11-01,RXR,1,9660,2879,3615
10017,2018-11-01,RR7,1,7787,602,1797
10020,2018-11-01,RCD,1,4215,319,1007
10022,2018-11-01,RWA,1,11495,2082,2837
10024,2018-11-01,RXN,1,4309,1809,2273
10026,2018-11-01,RR8,1,17084,3396,4504
10029,2018-11-01,R0A,1,21784,5073,6809
10033,2018-11-01,RBT,1,5645,884,2383
10035,2018-11-01,RXF,1,17221,3060,3950
10039,2018-11-01,RNL,1,7733,607,2171
10041,2018-11-01,RVW,1,3791,319,1569
10045,2018-11-01,RJL,1,11851,1562,3217
10046,2018-11-01,RTF,1,8758,898,4417
10050,2018-11-01,RW6,1,22439,5062,6250
10054,2018-11-01,RQ6,1,9120,2677,2576
10057,2018-11-01,RM3,1,8336,1279,2539
10060,2018-11-01,RCU,1,5191,160,775
10062,2018-11-01,RHQ,1,8921,2347,2841
10066,2018-11-01,RTR,1,10578,534,2399
10068,2018-11-01,RE9,1,5206,250,1279
10070,2018-11-01,RVY,1,7197,1059,2673
10072,2018-11-01,RBN,1,9782,2713,4372
10073,2018-11-01,RWJ,1,7352,2448,2502
10075,2018-11-01,RMP,1,7226,970,1770
10077,2018-11-01,RTD,1,10379,727,2181
10080,2018-11-01,RFR,1,8313,931,1599
10082,2018-11-01,RTX,1,7853,1241,2070
10085,2018-11-01,RWW,1,6574,1770,2252
10088,2018-11-01,RBL,1,7336,2587,2239
10091,2018-11-01,RRF,1,7385,1546,2359
10093,2018-11-01,RCB,1,10062,1667,3858
10095,2018-11-01,RTK,1,9011,1758,2175
10100,2018-11-01,RXH,1,13158,2788,3327
10103,2018-11-01,RXQ,1,6741,1416,3564
10106,2018-11-01,RN7,1,9339,1619,2712
10109,2018-11-01,RVV,1,14582,3275,4392
10111,2018-11-01,RXC,1,9853,881,3353
10115,2018-11-01,RDU,1,20451,2879,6198
10116,2018-11-01,RN5,1,9701,2266,2712
10120,2018-11-01,R1F,1,3810,1262,967
10123,2018-11-01,RWF,1,12793,1397,3938
10125,2018-11-01,RPA,1,7506,1669,2008
10128,2018-11-01,RTH,1,11821,1893,3478
10131,2018-11-01,RHU,1,9692,2299,3448
10135,2018-11-01,RHW,1,9741,1351,3089
10138,2018-11-01,RA2,1,6370,953,2475
10143,2018-11-01,RTP,1,8165,646,2610
10146,2018-11-01,RHM,1,8681,1182,3160
10149,2018-11-01,RYR,1,11648,526,3650
10154,2018-11-01,RBD,1,3796,291,1400
10158,2018-11-01,RTE,1,12230,1069,3920
10159,2018-11-01,RN3,1,6860,1196,2325
10161,2018-11-01,RVJ,1,7700,1786,3111
10162,2018-11-01,RBZ,1,3708,668,1171
10166,2018-11-01,RD3,1,5489,648,1968
10168,2018-11-01,REF,1,6075,1142,2611
10170,2018-11-01,RH8,1,7929,1133,2095
10172,2018-11-01,RD1,1,5859,1598,2341
10174,2018-11-01,RNZ,1,3931,670,1135
10179,2018-11-01,RBA,1,5973,603,2162
10181,2018-11-01,RDZ,1,5994,767,1827
10184,2018-11-01,RA9,1,6053,1557,2400
10186,2018-11-01,RA7,1,10137,1854,3371
10188,2018-11-01,RK9,1,8414,2333,3031
10191,2018-11-01,RA3,1,3963,665,1163
10194,2018-11-01,RA4,1,4733,115,1634
10195,2018-10-01,RF4,1,16552,4513,4958
10198,2018-10-01,R1H,1,27167,5641,8425
10204,2018-10-01,RQM,1,19002,1264,4346
10206,2018-10-01,RJ6,1,6649,1933,2310
10209,2018-10-01,RVR,1,12604,1270,3219
10212,2018-10-01,RJ1,1,14011,2405,3606
10216,2018-10-01,RQX,1,10421,413,1744
10218,2018-10-01,RYJ,1,10011,2200,3476
10221,2018-10-01,RJZ,1,16260,4709,4657
10224,2018-10-01,RAX,1,9590,875,2271
10226,2018-10-01,RJ2,1,13361,2605,4855
10228,2018-10-01,R1K,1,12332,2567,6343
10232,2018-10-01,RAP,1,8452,1854,2839
10235,2018-10-01,RAL,1,20167,2936,4551
10237,2018-10-01,RJ7,1,13449,1470,4245
10239,2018-10-01,RAS,1,5564,1998,2078
10244,2018-10-01,RRV,1,12355,1647,2186
10246,2018-10-01,RKE,1,9082,1072,1392
10249,2018-10-01,RDD,1,13169,726,2635
10250,2018-10-01,RC1,1,6074,623,2052
10253,2018-10-01,RQ3,1,5285,465,1352
10254,2018-10-01,RGT,1,10193,1914,3343
10256,2018-10-01,RFS,1,6081,967,2223
10262,2018-10-01,RWH,1,9718,1724,3156
10264,2018-10-01,RDE,1,16076,1054,4620
10268,2018-10-01,RLT,1,6953,1140,1329
10271,2018-10-01,RGP,1,5966,636,1477
10273,2018-10-01,RNQ,1,7872,1026,2796
10277,2018-10-01,RC9,1,8867,200,2553
10282,2018-10-01,RQ8,1,8516,1150,2378
10284,2018-10-01,RD8,1,7374,1175,1922
10286,2018-10-01,RM1,1,9399,1817,2961
10288,2018-10-01,RGN,1,12219,968,3690
10290,2018-10-01,RNS,1,8636,1465,3035
10295,2018-10-01,RX1,1,13035,4311,4035
10302,2018-10-01,RXK,1,13183,3263,3121
10305,2018-10-01,RK5,1,8917,680,2944
10307,2018-10-01,RXW,1,9372,3291,2366
10312,2018-10-01,RJC,1,5877,149,1921
10314,2018-10-01,RAJ,1,7125,821,2230
10317,2018-10-01,RNA,1,8930,1704,2255
10319,2018-10-01,RQW,1,8868,1318,2522
10320,2018-10-01,RCX,1,5572,889,2121
10321,2018-10-01,RL4,1,11771,1541,2866
10323,2018-10-01,RWD,1,12288,4319,3847
10325,2018-10-01,RRK,1,30570,7089,10770
10327,2018-10-01,RKB,1,12519,1937,4407
10330,2018-10-01,RTG,1,17169,2911,5508
10332,2018-10-01,RWE,1,19610,4602,4872
10334,2018-10-01,RJE,1,15139,2737,5882
10337,2018-10-01,RBK,1,6637,1307,2175
10340,2018-10-01,RWG,1,8523,1919,3187
10342,2018-10-01,RGR,1,5821,422,2084
10344,2018-10-01,RWP,1,10563,4098,3137
10346,2018-10-01,RLQ,1,5153,1403,1313
10348,2018-10-01,REM,1,7676,1656,3652
10350,2018-10-01,RCF,1,5019,435,1436
10353,2018-10-01,RBS,1,5428,493,1170
10354,2018-10-01,RFF,1,8156,377,2284
10355,2018-10-01,RXL,1,6577,2706,2414
10357,2018-10-01,RMC,1,9004,866,2308
10359,2018-10-01,RAE,1,10640,2255,2982
10363,2018-10-01,RWY,1,12914,1251,3107
10364,2018-10-01,RLN,1,8345,980,2892
10367,2018-10-01,RJR,1,6192,1150,1850
10369,2018-10-01,RXP,1,11185,1288,3644
10371,2018-10-01,RP5,1,11987,1140,3558
10375,2018-10-01,RJN,1,4080,981,974
10377,2018-10-01,RXR,1,9912,2426,3770
10380,2018-10-01,RR7,1,8003,630,1759
10383,2018-10-01,RCD,1,4464,232,1038
10385,2018-10-01,RWA,1,11602,965,2956
10387,2018-10-01,RXN,1,6519,2007,2232
10389,2018-10-01,RR8,1,17884,3721,5257
10392,2018-10-01,R0A,1,22171,6021,6938
10396,2018-10-01,RBT,1,5998,1162,2403
10398,2018-10-01,RXF,1,17824,3460,3946
10402,2018-10-01,RNL,1,8047,818,2214
10404,2018-10-01,RVW,1,3898,469,1552
10408,2018-10-01,RJL,1,12088,1641,3138
10409,2018-10-01,RTF,1,9077,616,4536
10413,2018-10-01,RW6,1,23546,4460,6617
10417,2018-10-01,RQ6,1,8172,2609,2524
10420,2018-10-01,RM3,1,8787,1559,2923
10423,2018-10-01,RCU,1,5016,180,756
10425,2018-10-01,RHQ,1,9504,2015,2915
10429,2018-10-01,RTR,1,11198,497,2451
10431,2018-10-01,RE9,1,5247,171,1268
10433,2018-10-01,RVY,1,7142,1155,2668
10435,2018-10-01,RBN,1,9889,1569,4644
10436,2018-10-01,RWJ,1,7337,2409,2464
10438,2018-10-01,RMP,1,7494,818,1918
10440,2018-10-01,RTD,1,10812,793,2447
10443,2018-10-01,RFR,1,8404,949,1589
10445,2018-10-01,RTX,1,8161,1393,2242
10448,2018-10-01,RWW,1,6823,1684,2273
10451,2018-10-01,RBL,1,7883,2404,2514
10454,2018-10-01,RRF,1,7114,1267,2451
10456,2018-10-01,RCB,1,10423,1512,3861
10458,2018-10-01,RTK,1,8528,1846,2038
10464,2018-10-01,RXH,1,13588,2825,3229
10467,2018-10-01,RXQ,1,6525,1461,3380
10470,2018-10-01,RN7,1,9249,1353,2597
10473,2018-10-01,RVV,1,15212,3593,3980
10475,2018-10-01,RXC,1,10069,677,3169
10479,2018-10-01,RDU,1,20202,2207,6258
10480,2018-10-01,RN5,1,9571,2058,2554
10484,2018-10-01,R1F,1,3713,858,944
10487,2018-10-01,RWF,1,12861,1456,4115
10489,2018-10-01,RPA,1,7710,1750,2065
10492,2018-10-01,RTH,1,11414,1422,3281
10495,2018-10-01,RHU,1,10195,3063,3430
10499,2018-10-01,RHW,1,9827,1415,3149
10502,2018-10-01,RA2,1,6395,879,2406
10506,2018-10-01,RTP,1,8076,606,2495
10509,2018-10-01,RHM,1,8857,1599,3103
10512,2018-10-01,RYR,1,11970,797,3631
10517,2018-10-01,RBD,1,3911,189,1405
10521,2018-10-01,RTE,1,12610,1193,3871
10522,2018-10-01,RN3,1,7054,1479,2265
10524,2018-10-01,RVJ,1,7848,1343,3018
10525,2018-10-01,RBZ,1,3948,629,1193
10529,2018-10-01,RD3,1,5660,444,1905
10531,2018-10-01,REF,1,6479,1119,2683
10533,2018-10-01,RH8,1,7942,1022,2049
10535,2018-10-01,RD1,1,6440,1363,2541
10537,2018-10-01,RNZ,1,4108,752,1216
10542,2018-10-01,RBA,1,6220,623,2179
10544,2018-10-01,RDZ,1,6282,526,1815
10547,2018-10-01,RA9,1,6241,1378,2454
10549,2018-10-01,RA7,1,10265,1320,3277
10551,2018-10-01,RK9,1,8716,2664,3055
10554,2018-10-01,RA3,1,4133,525,1120
10557,2018-10-01,RA4,1,4502,108,1487
10558,2018-09-01,RF4,1,16309,4165,4804
10561,2018-09-01,R1H,1,25934,5160,8219
10567,2018-09-01,RQM,1,17777,1255,4006
10569,2018-09-01,RJ6,1,6434,1924,2160
10572,2018-09-01,RVR,1,12403,764,3221
10575,2018-09-01,RJ1,1,13090,2402,3353
10579,2018-09-01,RQX,1,10120,478,1650
10581,2018-09-01,RYJ,1,9426,2469,3262
10584,2018-09-01,RJZ,1,15758,4992,4384
10587,2018-09-01,RAX,1,9158,1183,2242
10589,2018-09-01,RJ2,1,12446,2776,4291
10591,2018-09-01,R1K,1,11594,2209,5883
10595,2018-09-01,RAP,1,7828,1895,2574
10598,2018-09-01,RAL,1,19076,2983,4137
10600,2018-09-01,RJ7,1,13023,1398,4024
10602,2018-09-01,RAS,1,5333,1831,2079
10608,2018-09-01,RRV,1,11241,1891,1773
10610,2018-09-01,RKE,1,8897,930,1385
10613,2018-09-01,RDD,1,12338,399,3247
10614,2018-09-01,RC1,1,6303,569,1827
10617,2018-09-01,RQ3,1,4569,372,1166
10618,2018-09-01,RGT,1,9638,1850,3257
10620,2018-09-01,RFS,1,5867,646,2117
10626,2018-09-01,RWH,1,8893,1662,2931
10628,2018-09-01,RDE,1,15322,939,4404
10632,2018-09-01,RLT,1,6987,944,1315
10635,2018-09-01,RGP,1,5879,472,1403
10637,2018-09-01,RNQ,1,7492,1252,2523
10641,2018-09-01,RC9,1,8812,189,2725
10646,2018-09-01,RQ8,1,8434,1545,2204
10648,2018-09-01,RD8,1,7456,1035,1744
10650,2018-09-01,RM1,1,9183,2254,2731
10652,2018-09-01,RGN,1,12300,1603,3466
10654,2018-09-01,RNS,1,8666,1206,2892
10659,2018-09-01,RX1,1,12224,3390,3774
10666,2018-09-01,RXK,1,13581,3004,3106
10669,2018-09-01,RK5,1,8568,385,2591
10671,2018-09-01,RXW,1,9151,3252,2318
10676,2018-09-01,RJC,1,5714,326,1785
10678,2018-09-01,RAJ,1,7285,806,2133
10681,2018-09-01,RNA,1,8832,2011,2093
10683,2018-09-01,RQW,1,8678,1845,2239
10684,2018-09-01,RCX,1,5672,1013,2038
10685,2018-09-01,RL4,1,11336,1493,2743
10687,2018-09-01,RWD,1,11990,4086,3659
10689,2018-09-01,RRK,1,29915,6599,10819
10691,2018-09-01,RKB,1,11907,1714,4249
10694,2018-09-01,RTG,1,16552,3617,5310
10696,2018-09-01,RWE,1,18696,4151,4682
10698,2018-09-01,RJE,1,14587,3711,5607
10701,2018-09-01,RBK,1,6204,1889,1957
10704,2018-09-01,RWG,1,8075,2455,2877
10706,2018-09-01,RGR,1,5467,248,1927
10708,2018-09-01,RWP,1,10313,3578,3015
10710,2018-09-01,RLQ,1,4917,1245,1249
10712,2018-09-01,REM,1,7388,1965,3382
10714,2018-09-01,RCF,1,4905,556,1343
10717,2018-09-01,RBS,1,4731,295,1107
10718,2018-09-01,RFF,1,7554,102,2140
10719,2018-09-01,RXL,1,6251,2232,2293
10721,2018-09-01,RMC,1,8633,1223,2155
10723,2018-09-01,RAE,1,10215,2093,3389
10727,2018-09-01,RWY,1,12390,1285,2887
10728,2018-09-01,RLN,1,8116,1129,2893
10731,2018-09-01,RJR,1,6048,649,1828
10733,2018-09-01,RXP,1,10720,2017,3497
10735,2018-09-01,RP5,1,11514,892,3307
10739,2018-09-01,RJN,1,3924,752,898
10741,2018-09-01,RXR,1,9202,2639,3394
10744,2018-09-01,RR7,1,7520,378,1696
10747,2018-09-01,RCD,1,4234,236,937
10749,2018-09-01,RWA,1,10928,1078,2825
10751,2018-09-01,RXN,1,6338,1741,2116
10753,2018-09-01,RR8,1,16525,2897,4987
10756,2018-09-01,R0A,1,20679,4363,6863
10760,2018-09-01,RBT,1,5516,1149,2252
10762,2018-09-01,RXF,1,17219,3544,3851
10766,2018-09-01,RNL,1,7731,564,2128
10768,2018-09-01,RVW,1,3682,374,1536
10772,2018-09-01,RJL,1,11598,1256,2903
10773,2018-09-01,RTF,1,8683,817,4264
10777,2018-09-01,RW6,1,21893,4163,6056
10781,2018-09-01,RQ6,1,7676,2471,2298
10784,2018-09-01,RM3,1,8090,1161,2686
10787,2018-09-01,RCU,1,4459,154,673
10789,2018-09-01,RHQ,1,9170,2291,2891
10793,2018-09-01,RTR,1,10607,461,2263
10795,2018-09-01,RE9,1,5135,199,1224
10797,2018-09-01,RVY,1,6789,894,2582
10799,2018-09-01,RBN,1,9202,1917,4284
10800,2018-09-01,RWJ,1,7447,2404,2508
10802,2018-09-01,RMP,1,7228,890,1847
10804,2018-09-01,RTD,1,9645,644,2405
10807,2018-09-01,RFR,1,8033,1232,1512
10809,2018-09-01,RTX,1,7662,1361,2017
10812,2018-09-01,RWW,1,6352,1602,2303
10815,2018-09-01,RBL,1,7587,2346,2365
10818,2018-09-01,RRF,1,6706,969,2275
10820,2018-09-01,RCB,1,10174,1629,3804
10822,2018-09-01,RTK,1,8036,1784,1984
10828,2018-09-01,RXH,1,12924,2425,3187
10831,2018-09-01,RXQ,1,6608,1333,3109
10834,2018-09-01,RN7,1,8954,1283,2545
10837,2018-09-01,RVV,1,14143,4074,3766
10839,2018-09-01,RXC,1,10245,927,3111
10843,2018-09-01,RDU,1,19859,2057,6093
10844,2018-09-01,RN5,1,9334,1461,2259
10848,2018-09-01,R1F,1,3859,863,891
10851,2018-09-01,RWF,1,12627,951,4043
10853,2018-09-01,RPA,1,7529,1465,2119
10856,2018-09-01,RTH,1,11146,1570,2884
10859,2018-09-01,RHU,1,9753,2471,3209
10863,2018-09-01,RHW,1,9263,661,2913
10866,2018-09-01,RA2,1,6032,403,1876
10870,2018-09-01,RTP,1,7840,378,2419
10873,2018-09-01,RHM,1,8560,1954,3362
10876,2018-09-01,RYR,1,11828,608,3439
10881,2018-09-01,RBD,1,3949,219,1371
10885,2018-09-01,RTE,1,12488,1373,3756
10886,2018-09-01,RN3,1,6863,862,2285
10888,2018-09-01,RVJ,1,7805,1826,2966
10889,2018-09-01,RBZ,1,3989,860,1127
10893,2018-09-01,RD3,1,5607,767,1734
10895,2018-09-01,REF,1,6559,1520,2687
10897,2018-09-01,RH8,1,7679,1137,1955
10899,2018-09-01,RD1,1,6326,1043,2475
10901,2018-09-01,RNZ,1,4050,700,1163
10906,2018-09-01,RBA,1,6238,475,2148
10908,2018-09-01,RDZ,1,6343,614,1854
10911,2018-09-01,RA9,1,6162,1539,2415
10913,2018-09-01,RA7,1,9515,1667,3023
10915,2018-09-01,RK9,1,8544,2675,2918
10918,2018-09-01,RA3,1,4065,649,948
10921,2018-09-01,RA4,1,4617,142,1483
10922,2018-08-01,RF4,1,15473,3433,4989
10925,2018-08-01,R1H,1,25099,4820,7715
10931,2018-08-01,RQM,1,16715,1073,3809
10933,2018-08-01,RJ6,1,6093,2313,1924
10936,2018-08-01,RVR,1,11737,679,3329
10939,2018-08-01,RJ1,1,12819,1793,3398
10943,2018-08-01,RQX,1,9696,393,1566
10945,2018-08-01,RYJ,1,9501,2513,3263
10948,2018-08-01,RJZ,1,15338,3990,4384
10951,2018-08-01,RAX,1,8748,964,2061
10953,2018-08-01,RJ2,1,11960,2363,4306
10955,2018-08-01,R1K,1,11123,2011,5891
10959,2018-08-01,RAP,1,7590,1541,2475
10962,2018-08-01,RAL,1,18378,1937,4324
10964,2018-08-01,RJ7,1,12596,1240,3870
10966,2018-08-01,RAS,1,5084,2349,1875
10972,2018-08-01,RRV,1,11221,1386,1893
10974,2018-08-01,RKE,1,8159,814,1320
10977,2018-08-01,RDD,1,12181,447,3318
10978,2018-08-01,RC1,1,6290,819,1908
10981,2018-08-01,RQ3,1,3663,48,870
10982,2018-08-01,RGT,1,9662,1550,3373
10984,2018-08-01,RFS,1,5961,657,2075
10990,2018-08-01,RWH,1,8850,1976,2889
10992,2018-08-01,RDE,1,15569,1304,4590
10996,2018-08-01,RLT,1,6818,822,1326
10999,2018-08-01,RGP,1,6647,627,1419
11001,2018-08-01,RNQ,1,7495,805,2596
11005,2018-08-01,RC9,1,8603,319,2754
11010,2018-08-01,RQ8,1,8235,1055,2402
11012,2018-08-01,RD8,1,6945,588,1802
11014,2018-08-01,RM1,1,9426,2143,2842
11016,2018-08-01,RGN,1,12395,1905,3583
11018,2018-08-01,RNS,1,8288,889,2988
11023,2018-08-01,RX1,1,11859,3421,3837
11030,2018-08-01,RXK,1,13242,2984,3151
11033,2018-08-01,RK5,1,8536,565,2747
11035,2018-08-01,RXW,1,9372,2812,2472
11040,2018-08-01,RJC,1,5583,215,1720
11042,2018-08-01,RAJ,1,7030,949,2134
11045,2018-08-01,RNA,1,8360,1622,2298
